"GenusSpp","Conc.cellsmL","totbiovol.um3mL","indbiovol.um3","date","month","CY","genus","order","class","diaztroph","diaztroph.fac"
"Monoraphidium minutum",314.1568,NA,32.7,2016-05-15,5,2016,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium minutum",50,1308.33333333333,26.1666666666667,2018-08-14,8,2018,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium minutum",3888.88888888889,8140.74074074074,2.09333333333333,2016-09-15,9,2016,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium minutum",42.6,1003.23,23.55,2019-07-16,7,2019,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium nanum",3141.568,NA,5.9,2014-07-14,7,2014,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium nanum",12566.272,NA,5.9,2014-10-15,10,2014,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium nanum",907.296,NA,4.5,2013-08-13,8,2013,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium nanum",314.1568,NA,5.1,2014-06-16,6,2014,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium nanum",5443.776,NA,7.8,2012-08-28,8,2012,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium nanum",14137.056,NA,5.9,2015-07-15,7,2015,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium nanum",1413.7056,NA,5.9,2015-05-15,5,2015,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium nanum",1884.9408,NA,5.1,2014-05-20,5,2014,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium nanum",523.594666666667,NA,13.8,2016-06-15,6,2016,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium nanum",942.4704,NA,5.9,2014-09-15,9,2014,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium nanum",18849.408,NA,4.5,2013-09-23,9,2013,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium nanum",314.1568,NA,6.4,2013-05-05,5,2013,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium nanum",942.4704,NA,13.8,2016-05-15,5,2016,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium nanum",1570.784,NA,5.9,2015-09-15,9,2015,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium nanum",6283.136,NA,5.9,2014-08-14,8,2014,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium nanum",4712.352,NA,7.8,2012-08-03,8,2012,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium nanum",3141.568,NA,5.9,2015-06-15,6,2015,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium nanum",6283.136,NA,5.9,2015-08-16,8,2015,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium nanum",362.9184,NA,4.5,2012-10-24,10,2012,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium sp.",1570.784,NA,7.8,2015-07-15,7,2015,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium sp.",785.392,NA,6.6,2012-08-03,8,2012,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium sp.",392.696,NA,52.9,2015-09-15,9,2015,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium sp.",314.1568,NA,8,2016-05-15,5,2016,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium sp.",157.0784,NA,16.4,2013-05-05,5,2013,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium sp.",10,NA,104.8,2013-09-23,9,2013,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium sp.",471.2352,NA,15.6,2012-06-13,6,2012,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium sp.",1570.784,NA,11.1,2012-08-03,8,2012,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Monoraphidium sp.",4,NA,56.6,2016-05-15,5,2016,"Monoraphidium","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Mucidosphaerium pulchellum",40,NA,87.1,2014-08-14,8,2014,"Mucidosphaerium","Chlorellales","Trebouxiophyceae",NA,"NoClass"
"Mucidosphaerium pulchellum",32,NA,87.1,2014-06-16,6,2014,"Mucidosphaerium","Chlorellales","Trebouxiophyceae",NA,"NoClass"
"Mucidosphaerium pulchellum",320,NA,220.9,2014-07-14,7,2014,"Mucidosphaerium","Chlorellales","Trebouxiophyceae",NA,"NoClass"
"Mucidosphaerium pulchellum",235.6176,NA,220.9,2015-05-15,5,2015,"Mucidosphaerium","Chlorellales","Trebouxiophyceae",NA,"NoClass"
"Mucidosphaerium pulchellum",1256.6272,1131734.25528,137.3,2014-05-20,5,2014,"Mucidosphaerium","Chlorellales","Trebouxiophyceae",NA,"NoClass"
"Mucidosphaerium sp.",94247.04,3010605.9968,8.2,2014-10-15,10,2014,"Mucidospaerium","Onygenales","Eurotiomycetes",NA,"NoClass"
"Mucidosphaerium sp.",9424.704,NA,9.2,2014-08-14,8,2014,"Mucidospaerium","Onygenales","Eurotiomycetes",NA,"NoClass"
"Mucidosphaerium sp.",6597.2928,NA,8.5,2014-05-20,5,2014,"Mucidospaerium","Onygenales","Eurotiomycetes",NA,"NoClass"
"Mucidosphaerium sp.",160,NA,14.1,2014-07-14,7,2014,"Mucidospaerium","Onygenales","Eurotiomycetes",NA,"NoClass"
"Mucidosphaerium sp.",2199.0976,NA,11.5,2014-09-15,9,2014,"Mucidospaerium","Onygenales","Eurotiomycetes",NA,"NoClass"
"Mychonastes sp.",3141.568,NA,7.7,2015-10-14,10,2015,"Mychonastes","Chlamydomonadales","Chlorophyceae",NA,"NoClass"
"Mychonastes sp.",13613.4613333333,NA,7.2,2016-06-15,6,2016,"Mychonastes","Chlamydomonadales","Chlorophyceae",NA,"NoClass"
"Mychonastes sp.",14137.056,NA,7.7,2015-08-16,8,2015,"Mychonastes","Chlamydomonadales","Chlorophyceae",NA,"NoClass"
"Mychonastes sp.",4712.352,NA,7.7,2015-09-15,9,2015,"Mychonastes","Chlamydomonadales","Chlorophyceae",NA,"NoClass"
"Mychonastes sp.",12566.272,347032.79136,7.2,2016-05-15,5,2016,"Mychonastes","Chlamydomonadales","Chlorophyceae",NA,"NoClass"
"Navicula sp.",189.02,NA,NA,2009-08-23,8,2009,"Navicula","Naviculales","Bacillariophyceae",NA,"NoClass"
"Navicula sp.",1,NA,2704.9,2013-05-05,5,2013,"Navicula","Naviculales","Bacillariophyceae",NA,"NoClass"
"Navicula sp.",78.5392,NA,363.6,2016-05-15,5,2016,"Navicula","Naviculales","Bacillariophyceae",NA,"NoClass"
"Navicula sp.",100,8478,84.78,2017-05-15,5,2017,"Navicula","Naviculales","Bacillariophyceae",NA,"NoClass"
"Navicula sp.",50,68033.3333333333,1360.66666666667,2017-06-13,6,2017,"Navicula","Naviculales","Bacillariophyceae",NA,"NoClass"
"Navicula sp.",2,NA,1701.2,2016-06-15,6,2016,"Navicula","Naviculales","Bacillariophyceae",NA,"NoClass"
"Navicula sp.",39.2696,NA,1991.1,2012-06-13,6,2012,"Navicula","Naviculales","Bacillariophyceae",NA,"NoClass"
"Navicula spp.",18.9333333333333,4280.448,226.08,2018-10-16,10,2018,"Navicula","Naviculales","Bacillariophyceae",NA,"NoClass"
"Nephrochlamys rostrata",1000,26166.6666666667,26.1666666666667,2017-08-15,8,2017,"Nephrochlamys","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Nephrochlamys rostrata",700,11690,16.7,2017-06-13,6,2017,"Nephrochlamys","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Nephrochlamys subsolitaria",196.348,NA,70.7,2015-06-15,6,2015,"Nephrochlamys","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Nephrochlamys subsolitaria",78.5392,NA,23.8,2014-06-16,6,2014,"Nephrochlamys","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Nephrochlamys subsolitaria",392.696,NA,49.5,2014-10-15,10,2014,"Nephrochlamys","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Nephrochlamys subsolitaria",392.696,NA,32.7,2015-07-15,7,2015,"Nephrochlamys","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Nephrochlamys subsolitaria",157.0784,NA,23.8,2016-06-15,6,2016,"Nephrochlamys","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Nephrochlamys subsolitaria",235.6176,NA,23.8,2014-05-20,5,2014,"Nephrochlamys","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Nephrocytium agardhianum ",600,60288,100.48,2017-06-13,6,2017,"Nephrocytium","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Nephrocytium agardhianum ",397.6,4161.54666666667,10.4666666666667,2019-07-16,7,2019,"Nephrocytium","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Nephrocytium sp.",4,NA,79.4,2013-05-05,5,2013,"Nephrocytium","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Nitzschia",28.4,6190.30066666667,217.968333333333,2019-07-16,7,2019,"Nitzschia","Bacillariales","Bacillariophyceae",NA,"NoClass"
"Nitzschia acicularis",20,NA,289.3,2015-07-15,7,2015,"Nitzschia","Bacillariales","Bacillariophyceae",NA,"NoClass"
"Nitzschia acicularis",157.0784,NA,175.7,2013-05-05,5,2013,"Nitzschia","Bacillariales","Bacillariophyceae",NA,"NoClass"
"Nitzschia acicularis",226.824,NA,323.4,2012-08-28,8,2012,"Nitzschia","Bacillariales","Bacillariophyceae",NA,"NoClass"
"Nitzschia acicularis",30,NA,302,2014-08-14,8,2014,"Nitzschia","Bacillariales","Bacillariophyceae",NA,"NoClass"
"Nitzschia acicularis",30,NA,311.6,2013-09-23,9,2013,"Nitzschia","Bacillariales","Bacillariophyceae",NA,"NoClass"
"Nitzschia acicularis",39.2696,NA,289.3,2015-05-15,5,2015,"Nitzschia","Bacillariales","Bacillariophyceae",NA,"NoClass"
"Nitzschia acicularis",40,NA,203.3,2014-10-15,10,2014,"Nitzschia","Bacillariales","Bacillariophyceae",NA,"NoClass"
"Nitzschia acicularis",40,NA,203.3,2014-09-15,9,2014,"Nitzschia","Bacillariales","Bacillariophyceae",NA,"NoClass"
"Nitzschia sigmoidea",2,NA,7289.5,2016-05-15,5,2016,"Nitzschia","Bacillariales","Bacillariophyceae",NA,"NoClass"
"Nitzschia sp.",1750,164850,94.2,2017-08-15,8,2017,"Nitzschia","Bacillariales","Bacillariophyceae",NA,"NoClass"
"Nitzschia sp.",350,19782,56.52,2017-05-15,5,2017,"Nitzschia","Bacillariales","Bacillariophyceae",NA,"NoClass"
"Nitzschia sp.",1,NA,3283.5,2012-06-13,6,2012,"Nitzschia","Bacillariales","Bacillariophyceae",NA,"NoClass"
"Nitzschia sp.",10,NA,NA,2009-08-23,8,2009,"Nitzschia","Bacillariales","Bacillariophyceae",NA,"NoClass"
"Nitzschia sp.",2,NA,67.5,2016-05-15,5,2016,"Nitzschia","Bacillariales","Bacillariophyceae",NA,"NoClass"
"Nitzschia sp.",50,2026.34666666667,40.5269333333333,2016-08-15,8,2016,"Nitzschia","Bacillariales","Bacillariophyceae",NA,"NoClass"
"Nitzschia sp.",33.8095238095238,849.295238095238,25.12,2018-05-15,5,2018,"Nitzschia","Bacillariales","Bacillariophyceae",NA,"NoClass"
"Nitzschia sp.",94.6666666666667,7740.97222222222,81.7708333333333,2018-07-17,7,2018,"Nitzschia","Bacillariales","Bacillariophyceae",NA,"NoClass"
"Nitzschia sp.",1814.592,NA,68.4,2012-08-28,8,2012,"Nitzschia","Bacillariales","Bacillariophyceae",NA,"NoClass"
"Nitzschia sp.",50,1717.1875,34.34375,2016-10-16,10,2016,"Nitzschia","Bacillariales","Bacillariophyceae",NA,"NoClass"
"Nitzschia sp.",10,1004.8,100.48,2017-10-17,10,2017,"Nitzschia","Bacillariales","Bacillariophyceae",NA,"NoClass"
"Nitzschia sp.",4722.22222222222,381141.615376309,80.712342079689,2016-09-15,9,2016,"Nitzschia","Bacillariales","Bacillariophyceae",NA,"NoClass"
"Nitzschia sp.",157.0784,NA,361.7,2012-06-13,6,2012,"Nitzschia","Bacillariales","Bacillariophyceae",NA,"NoClass"
"Nitzschia sp.",567.06,NA,NA,2009-08-23,8,2009,"Nitzschia","Bacillariales","Bacillariophyceae",NA,"NoClass"
"Nitzschia sp.",2042.0192,NA,322,2014-05-20,5,2014,"Nitzschia","Bacillariales","Bacillariophyceae",NA,"NoClass"
"Nitzschia sp.",25,1471.875,58.875,2019-08-13,8,2019,"Nitzschia","Bacillariales","Bacillariophyceae",NA,"NoClass"
"Nitzschia sp.",400,16210.7733333333,40.5269333333333,2016-07-15,7,2016,"Nitzschia","Bacillariales","Bacillariophyceae",NA,"NoClass"
"nostocalean filament sp.",837,NA,96.2,2014-05-20,5,2014,NA,"Nostocales","Cyanophyceae",1,"diaz"
"nostocalean filament sp.",3612.8032,NA,56.1,2016-05-15,5,2016,NA,"Nostocales","Cyanophyceae",1,"diaz"
"Ochromonas sp.",50,26166.6666666667,523.333333333333,2016-08-15,8,2016,"Ochromonas","Ochromonadales","Chrysophyceae",NA,"NoClass"
"Oocystis borgei",50,67824,1356.48,2019-09-17,9,2019,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis borgei",200,471000,2355,2020-08-11,8,2020,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis borgei",100,63585,635.85,2019-08-13,8,2019,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis borgei",80,NA,737.1,2014-07-14,7,2014,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis lacustris",18,NA,398.2,2014-05-20,5,2014,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis parva",40,NA,16.4,2014-08-14,8,2014,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis parva",37.2052401746725,8586.59737991266,230.79,2019-06-11,6,2019,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis parva",500,184213.333333333,368.426666666667,2018-08-14,8,2018,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis parva ",3400,56938.6666666667,16.7466666666667,2017-06-13,6,2017,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis pusilla",628.3136,NA,24.6,2015-05-15,5,2015,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis pusilla",785.392,NA,16.4,2015-06-15,6,2015,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis pusilla ",466.571428571428,28649.5593650794,61.4044444444444,2017-07-11,7,2017,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis pusilla ",300,50868,169.56,2017-06-13,6,2017,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis pusilla ",28.4,13242.636,466.29,2018-10-16,10,2018,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis pusilla ",320.645161290323,37755.9677419355,117.75,2019-10-15,10,2019,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis pusilla ",899.333333333333,82363.9444444444,91.5833333333333,2018-07-17,7,2018,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis pusilla ",400,133973.333333333,334.933333333333,2016-08-15,8,2016,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis pusilla ",575,129996,226.08,2019-08-13,8,2019,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis pusilla ",100,18840,188.4,2019-09-17,9,2019,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis solitaria",250,148365,593.46,2020-07-14,7,2020,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis solitaria",1557.41935483871,1100316.77419355,706.5,2018-09-11,9,2018,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis solitaria",14.2,713.408,50.24,2019-07-16,7,2019,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis solitaria",150,95377.5,635.85,2020-06-16,6,2020,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis solitaria",45.8064516129032,9115.36935483871,198.9975,2019-10-15,10,2019,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis solitaria",100,70650,706.5,2018-08-14,8,2018,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis solitaria",650,261248,401.92,2017-06-13,6,2017,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis solitaria",18.9333333333333,14862.6666666667,785,2018-10-16,10,2018,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis solitaria",100,259050,2590.5,2020-08-11,8,2020,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis solitaria",150,50240,334.933333333333,2016-08-15,8,2016,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis solitaria",189.333333333333,76096.8533333333,401.92,2018-07-17,7,2018,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis solitaria",75,75988,1013.17333333333,2019-09-17,9,2019,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis solitaria",15.5021834061135,11357.9330422125,732.666666666667,2019-06-11,6,2019,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis solitaria",304.285714285714,191091.428571429,628,2017-07-11,7,2017,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis solitaria",75,71238.75,949.85,2019-08-13,8,2019,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis solitaria",50,20096,401.92,2017-05-15,5,2017,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis solitaria Whitrock",125,98125,785,2016-10-16,10,2016,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",1570.784,NA,56.7,2014-08-14,8,2014,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",1570.784,NA,9.2,2015-08-16,8,2015,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",2,NA,969.4,2014-06-16,6,2014,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",120,NA,67,2014-07-14,7,2014,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",157.0784,NA,40.2,2013-05-05,5,2013,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",453.648,NA,39.9,2011-06-26,6,2011,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",4,NA,134.6,2014-05-20,5,2014,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",40,NA,114.7,2014-10-15,10,2014,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",157.0784,NA,22.6,2014-05-20,5,2014,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",785.392,NA,230.3,2014-09-15,9,2014,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",24,NA,120.6,2014-06-16,6,2014,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",353.4264,NA,106,2012-06-13,6,2012,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",314.1568,NA,104.7,2015-05-15,5,2015,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",150,60288,401.92,2016-07-15,7,2016,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",39.2696,NA,1055.6,2014-05-20,5,2014,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",314.1568,NA,31.4,2012-06-13,6,2012,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",150,50240,334.933333333333,2016-10-16,10,2016,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",11.8333333333333,9741.23944444445,823.203333333333,2020-05-12,5,2020,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",40,NA,132.1,2015-10-14,10,2015,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",20,NA,265.1,2012-08-03,8,2012,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",907.296,NA,23.4,2012-10-24,10,2012,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",942.4704,NA,44.9,2016-06-15,6,2016,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",20,NA,55.6,2014-07-14,7,2014,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",157.0784,NA,408.8,2015-06-15,6,2015,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",907.296,NA,58.6,2013-08-13,8,2013,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",785.392,NA,47.6,2015-07-15,7,2015,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",680.472,NA,55.2,2013-08-13,8,2013,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",392.696,NA,90.5,2015-07-15,7,2015,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",39.2696,NA,1926.8,2015-05-15,5,2015,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",120,NA,35.3,2014-07-14,7,2014,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",200,146533.333333333,732.666666666667,2017-05-15,5,2017,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis sp.",4,NA,214.1,2012-06-13,6,2012,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis spp.",392.696,NA,251.8,2015-06-15,6,2015,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis spp.",117.8088,NA,281.8,2012-06-13,6,2012,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis spp.",157.0784,NA,315.3,2013-05-05,5,2013,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oocystis spp.",314.1568,NA,90.9,2016-06-15,6,2016,"Oocystis","Oocystales","Trebouxiophyceae",NA,"NoClass"
"Oscillatoria sp.",2500,62800,25.12,2018-08-14,8,2018,"Oscillatoria","Cyanobacteriales","Cyanophyceae",1,"diaz"
"Oscillatoriales",473.333333333333,22479.7833333333,47.4925,2018-10-16,10,2018,"Oscillatoria","Cyanobacteriales","Cyanophyceae",1,"diaz"
"Pandorina morum",226.824,NA,220.9,2011-06-26,6,2011,"Pandorina","Volvocales","Chlorophyceae",NA,"NoClass"
"Pediastrum angulosum",3450,82800,24,2017-06-13,6,2017,"Pediastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pediastrum biradiatum",142,1704,12,2017-07-11,7,2017,"Parapediastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pediastrum biradiatum",118.333333333333,6390,54,2018-05-15,5,2018,"Parapediastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pediastrum biradiatum",1050,28350,27,2017-05-15,5,2017,"Parapediastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pediastrum boryanum",630,NA,95.5,2013-09-23,9,2013,"Pseudopediastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pediastrum boryanum",120,NA,95.5,2013-08-13,8,2013,"Pseudopediastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pediastrum boryanum",200,21600,108,2017-10-17,10,2017,"Pseudopediastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pediastrum boryanum",635.1072,NA,95.5,2012-10-24,10,2012,"Pseudopediastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pediastrum boryanum",80,NA,NA,2009-08-23,8,2009,"Pseudopediastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
"Pediastrum boryanum",1400,22400,16,2017-05-15,5,2017,"Pseudopediastrum","Sphaeropleales","Chlorophyceae",NA,"NoClass"
